8.0, 5.0, 0.5
8.0, 10.0, 0.5
8.0, 12.0, 0.5
6.4, 13.5, 0.5
4.90, 11.5, 0.5
4.80, 10.0, 0.5
4.80, 6.0, 0.5
4.80, 1.0, 0.5
4.80, 0.4, 0.5
4.45, 0.25, 0.5
4.0, 0.15, 0.5
0.0, 0.0, 0.5
-1.92, -0.67, 0.5
